Dy_L10_DMF_DMF_DMF_O,-664.9197285506762
Dy_L10_DMF_DMF_O_O,-634.9305692109555
Dy_L10_DMF_MeO_N_N,-600.2143778597176
Dy_L10_L19_DMF_N,-771.4482439877587
Dy_L10_L19_L20,-847.9884633846752
Dy_L10_L19_L21,-883.4321905798655
Dy_L10_L19_MeO_N,-747.6542007804767
Dy_L10_L20_N_O,-670.5258415761555
Dy_L10_L21_L25,-758.5413145507089
Dy_L10_L21_O_O,-711.4458372031395
Dy_L10_L22_MeO_O,-709.4674004270722
Dy_L10_L22_O_O,-703.2539194596793
Dy_L10_L23_DMF_DMF,-789.5237017312324
Dy_L10_L23_L23,-884.1514057301321
Dy_L10_L25_L26,-680.4350732788298
Dy_L10_L25_MeO_MeO,-634.4161971499166
Dy_L10_L25_O_O,-622.0054701076208
Dy_L10_L26_DMF_DMF,-693.3705015870239
Dy_L10_L26_L26,-691.8236325191064
Dy_L10_L7,-896.8201869144741
Dy_L10_MeO_MeO_MeO_MeO,-599.7950552196667
Dy_L10_MeO_N_O_O,-575.7109401323269
Dy_L18_L18_L18_MeO_MeO,-382.744114029128
Dy_L18_L18_L19_L19,-684.061536642385
Dy_L18_L18_L19_L22,-640.4391502924415
Dy_L18_L18_L19_L26,-570.5776695484944
Dy_L18_L18_L19_O_O,-512.1206271675937
Dy_L18_L18_L20_N_N,-430.2966996856902
Dy_L18_L18_L21_MeO_MeO,-489.11565022032937
Dy_L18_L18_L22_L25,-515.5488803848318
Dy_L18_L18_L25_DMF_MeO,-423.44401481657115
Dy_L18_L18_L25_O_O,-387.2414770121291
Dy_L18_L18_L26_N_O,-393.16508966871646
Dy_L18_L18_N_N_N_N,-318.29456079092694
Dy_L18_L19_DMF_DMF_DMF_MeO,-578.1676682677057
Dy_L18_L19_DMF_DMF_MeO_MeO,-554.3711944954147
Dy_L18_L19_DMF_MeO_MeO_MeO,-530.5934304340791
Dy_L18_L19_DMF_MeO_N_N,-507.22562912571937
Dy_L18_L19_DMF_N_N_N,-495.54993665069355
Dy_L18_L19_L19_DMF_DMF,-713.9137318167355
Dy_L18_L19_L19_DMF_MeO,-690.1097619438019
Dy_L18_L19_L20_L22,-711.3251786568753
Dy_L18_L19_L20_MeO_N,-583.7327090477955
Dy_L18_L19_L21_N_N,-607.5349687209141
Dy_L18_L19_L22_N_O,-604.807443010053
Dy_L18_L19_L23_DMF_N,-661.1421144119727
Dy_L18_L19_L25_DMF_DMF,-589.029909293491
Dy_L18_L19_L25_DMF_MeO,-565.241538904663
Dy_L18_L19_L26_MeO_N,-541.1455768284129
