Dy_L10_DMF_DMF_DMF_O,0.1689355384960436
Dy_L10_DMF_DMF_O_O,0.13484276038309417
Dy_L10_DMF_MeO_N_N,0.34547983210700295
Dy_L10_L19_DMF_N,0.2045485509682976
Dy_L10_L19_L20,0.032274008923423025
Dy_L10_L19_L21,0.03451390447105496
Dy_L10_L19_MeO_N,0.011215290048994575
Dy_L10_L20_N_O,0.20447664843004532
Dy_L10_L21_L25,0.37313281013791766
Dy_L10_L21_O_O,0.190755918434661
Dy_L10_L22_MeO_O,0.21802657055661712
Dy_L10_L22_O_O,0.36710024477156367
Dy_L10_L23_DMF_DMF,0.14909212189195387
Dy_L10_L23_L23,0.03829493213731894
Dy_L10_L25_L26,0.18667354114586487
Dy_L10_L25_MeO_MeO,0.038765233378512676
Dy_L10_L25_O_O,0.16028624285661408
Dy_L10_L26_DMF_DMF,0.19720520321914137
Dy_L10_L26_L26,0.16874479121543118
Dy_L10_L7,0.03506227945581486
Dy_L10_MeO_MeO_MeO_MeO,0.014017974250350562
Dy_L10_MeO_N_O_O,0.3764087393982436
Dy_L18_L18_L18_MeO_MeO,0.11657637181519931
Dy_L18_L18_L19_L19,0.006464512782031306
Dy_L18_L18_L19_L22,0.0031446411152273868
Dy_L18_L18_L19_L26,0.19476601378289615
Dy_L18_L18_L19_O_O,0.19702527472151132
Dy_L18_L18_L20_N_N,0.20943044935506805
Dy_L18_L18_L21_MeO_MeO,0.2008589963857048
Dy_L18_L18_L22_L25,0.36995312585781903
Dy_L18_L18_L25_DMF_MeO,0.210332830197558
Dy_L18_L18_L25_O_O,0.13397180042198897
Dy_L18_L18_L26_N_O,0.14151407698602725
Dy_L18_L18_N_N_N_N,0.14189241312556078
Dy_L18_L19_DMF_DMF_DMF_MeO,0.3781042380139752
Dy_L18_L19_DMF_DMF_MeO_MeO,0.005390716844317467
Dy_L18_L19_DMF_MeO_MeO_MeO,0.36841379798011076
Dy_L18_L19_DMF_MeO_N_N,0.21398742465646592
Dy_L18_L19_DMF_N_N_N,0.19889861658418795
Dy_L18_L19_L19_DMF_DMF,0.20487886984142278
Dy_L18_L19_L19_DMF_MeO,0.004530489810349536
Dy_L18_L19_L20_L22,0.0032725387981145104
Dy_L18_L19_L20_MeO_N,0.004643806962690178
Dy_L18_L19_L21_N_N,0.36455411837550855
Dy_L18_L19_L22_N_O,0.34232993179034565
Dy_L18_L19_L23_DMF_N,0.3495774845844153
Dy_L18_L19_L25_DMF_DMF,0.14104112338020514
Dy_L18_L19_L25_DMF_MeO,0.35216950644030476
Dy_L18_L19_L26_MeO_N,0.20518154315163883
Dy_L18_L19_MeO_MeO_N_O,0.03462821114470671
Dy_L18_L19_N_N_N_N,0.20071362483707844
Dy_L18_L20_DMF_DMF_MeO_N,0.3513966043572623
Dy_L18_L20_DMF_MeO_N_N,0.21096238988491223
Dy_L18_L20_L20_L23,0.016416661924040454
Dy_L18_L20_L20_MeO_MeO,0.37163971247935024
Dy_L18_L20_L20_MeO_O,0.0015634343773172077
Dy_L18_L20_L23_DMF_O,0.3460160076901957
Dy_L18_L20_L25_L26,0.14642277139682847
Dy_L18_L20_L26_DMF_O,0.13460515119624006
Dy_L18_L20_L26_MeO_O,0.3355527927455455
Dy_L18_L20_L26_N_N,0.1021582277604125
Dy_L18_L20_MeO_N_N_O,0.2031007161939442
Dy_L18_L21_DMF_DMF_MeO_MeO,0.006377447677550663
Dy_L18_L21_DMF_DMF_N_O,0.09448164298737538
Dy_L18_L21_L21_L22,0.19074537455617246
Dy_L18_L21_L22_MeO_N,0.20260842726702322
Dy_L18_L21_L23_O_O,0.20659183701877737
Dy_L18_L21_L25_L26,0.1021397576456593
Dy_L18_L21_MeO_N_N_O,0.37287350082829107
Dy_L18_L21_O_O_O_O,0.2018651466968322
Dy_L18_L22_DMF_DMF_O_O,0.19366105869778494
Dy_L18_L22_DMF_MeO_N_O,0.2046889610095377
Dy_L18_L22_L22_DMF_MeO,0.031161562006673194
