Molecule,SF0,SF1,SF2,SF3,SF4,SF5,SF6,SF7,SF8,SF9,SF10,SF11,SF12,SF13,SF14,SF15,SF16,SF17,SF18,SF19,SF20,SF21,SF22,SF23,SF24,SF25,SF26,SF27,SF28,SF29,SF30,SF31,SF32,SF33,SF34,SF35,SF36,SF37,SF38,SF39,SF40,SF41,SF42,SF43,SF44,SF45,SF46,SF47,SF48,SF49,SF50,SF51,SF52,SF53,SF54,SF55,SF56,SF57,SF58,SF59,SF60,SF61,SF62,SF63,SF64,SF65,SF66,SF67,SF68,SF69,SF70,SF71,SF72,SF73,SF74,SF75,SF76,SF77,SF78,SF79,SF80,SF81,SF82,SF83,SF84,SF85,SF86,SF87,SF88,SF89,SF90,SF91,SF92,SF93,SF94,SF95,SF96,SF97,SF98,SF99,SF100,SF101,SF102,SF103,SF104,SF105,SF106,SF107,SF108,SF109,SF110,SF111,SF112,SF113,SF114,SF115,SF116,SF117,SF118,SF119,SF120,SF121,SF122,SF123,SF124,SF125,SF126,SF127,SF128,SF129,SF130,SF131,SF132,SF133,SF134,SF135,SF136,SF137,SF138,SF139,SF140,SF141,SF142,SF143,SF144,SF145,SF146,SF147,SF148,SF149,SF150,SF151,SF152,SF153,SF154,SF155,SF156,SF157,SF158,SF159,SF160,SF161,SF162,SF163,SF164,SF165,SF166,SF167,SF168,SF169,SF170,SF171,SF172,SF173,SF174,SF175,SF176,SF177,SF178,SF179,SF180,SF181,SF182,SF183,SF184,SF185,SF186,SF187,SF188,SF189,SF190,SF191,SF192,SF193,SF194,SF195,SF196,SF197,SF198,SF199,SF200,SF201,SF202,SF203,SF204,SF205,SF206,SF207,SF208,SF209,SF210,SF211,SF212,SF213,SF214,SF215,SF216,SF217,SF218,SF219,SF220,SF221,SF222,SF223,SF224,SF225,SF226,SF227,SF228,SF229,SF230,SF231,SF232,SF233,SF234,SF235,SF236,SF237,SF238,SF239,SF240,SF241,SF242,SF243,SF244,SF245,SF246,SF247,SF248,SF249,SF250,SF251,SF252,SF253,SF254,SF255,SF256,SF257,SF258,SF259,SF260,SF261,SF262,SF263,SF264,SF265,SF266,SF267,SF268,SF269,SF270,SF271,SF272,SF273,SF274,SF275,SF276,SF277,SF278,SF279,SF280,SF281,SF282,SF283,SF284,SF285,SF286,SF287,SF288,SF289,SF290,SF291,SF292,SF293,SF294,SF295,SF296,SF297,SF298,SF299,SF300,SF301,SF302,SF303,SF304,SF305,SF306,SF307,SF308,SF309,SF310,SF311,SF312,SF313,SF314,SF315,SF316,SF317,SF318,SF319,SF320,SF321,SF322,SF323,SF324,SF325,SF326,SF327,SF328,SF329,SF330,SF331,SF332,SF333,SF334,SF335,SF336,SF337,SF338,SF339,SF340,SF341,SF342,SF343,SF344,SF345,SF346,SF347,SF348,SF349,SF350,SF351,SF352,SF353,SF354,SF355,SF356,SF357,SF358,SF359,SF360,SF361,SF362,SF363,SF364,SF365,SF366,SF367,SF368,SF369,SF370,SF371,SF372,SF373,SF374,SF375,SF376,SF377,SF378,SF379,SF380,SF381,SF382,SF383,SF384,SF385,SF386,SF387,SF388,SF389,SF390,SF391,SF392,SF393,SF394,SF395,SF396,SF397,SF398,SF399,SF400,SF401,SF402,SF403,SF404,SF405,SF406,SF407,SF408,SF409,SF410,SF411,SF412,SF413,SF414,SF415,SF416,SF417,SF418,SF419,SF420,SF421,SF422,SF423,SF424,SF425,SF426,SF427,SF428,SF429,SF430,SF431,SF432,SF433,SF434,SF435,SF436,SF437,SF438,SF439,SF440,SF441,SF442,SF443,SF444,SF445,SF446,SF447,SF448,SF449,SF450,SF451,SF452,SF453,SF454,SF455,SF456,SF457,SF458,SF459,SF460,SF461,SF462,SF463,SF464,SF465,SF466,SF467,SF468,SF469,SF470,SF471,SF472,SF473,SF474,SF475,SF476,SF477,SF478,SF479,SF480,SF481,SF482,SF483,SF484,SF485,SF486,SF487,SF488,SF489,SF490,SF491,SF492,SF493,SF494,SF495,SF496,SF497,SF498,SF499,SF500,SF501,SF502,SF503,SF504,SF505,SF506,SF507,SF508,SF509,SF510,SF511,SF512,SF513,SF514,SF515,SF516,SF517,SF518,SF519,SF520,SF521,SF522,SF523,SF524,SF525,SF526,SF527,SF528,SF529,SF530,SF531,SF532,SF533,SF534,SF535,SF536,SF537,SF538,SF539,SF540,SF541,SF542,SF543,SF544,SF545,SF546,SF547,SF548,SF549,SF550,SF551,SF552,SF553,SF554,SF555,SF556,SF557,SF558,SF559,SF560,SF561,SF562,SF563,SF564,SF565,SF566,SF567,SF568,SF569,SF570,SF571,SF572,SF573,SF574,SF575,SF576,SF577,SF578,SF579,SF580,SF581,SF582,SF583,SF584,SF585,SF586,SF587,SF588,SF589,SF590,SF591,SF592,SF593,SF594,SF595,SF596,SF597,SF598,SF599,SF600,SF601,SF602,SF603,SF604,SF605,SF606,SF607,SF608,SF609,SF610,SF611,SF612,SF613,SF614,SF615,SF616,SF617,SF618,SF619,SF620,SF621,SF622,SF623,SF624,SF625,SF626,SF627,SF628,SF629,SF630,SF631,SF632,SF633,SF634,SF635,SF636,SF637,SF638,SF639,SF640,SF641,SF642,SF643,SF644,SF645,SF646,SF647,SF648,SF649,SF650,SF651,SF652,SF653,SF654,SF655,SF656,SF657,SF658,SF659,SF660,SF661,SF662,SF663,SF664,SF665,SF666,SF667,SF668,SF669,SF670,SF671,SF672,SF673,SF674,SF675,SF676,SF677,SF678,SF679,SF680,SF681,SF682,SF683,SF684,SF685,SF686,SF687,SF688,SF689,SF690,SF691,SF692,SF693,SF694,SF695,SF696,SF697,SF698,SF699,SF700,SF701,SF702,SF703,SF704,SF705,SF706,SF707,SF708,SF709,SF710,SF711,SF712,SF713,SF714,SF715,SF716,SF717,SF718,SF719,SF720,SF721,SF722,SF723,SF724,SF725,SF726,SF727,SF728,SF729,SF730,SF731,SF732,SF733,SF734,SF735,SF736,SF737,SF738,SF739,SF740,SF741,SF742,SF743,SF744,SF745,SF746,SF747,SF748,SF749,SF750,SF751,SF752,SF753,SF754,SF755,SF756,SF757,SF758,SF759,SF760,SF761,SF762,SF763,SF764,SF765,SF766,SF767,SF768,SF769,SF770,SF771,SF772,SF773,SF774,SF775,SF776,SF777,SF778,SF779,SF780,SF781,SF782,SF783,SF784,SF785,SF786,SF787,SF788,SF789,SF790,SF791,SF792,SF793,SF794,SF795,SF796,SF797,SF798,SF799,SF800,SF801,SF802,SF803,SF804,SF805,SF806,SF807,SF808,SF809,SF810,SF811,SF812,SF813,SF814,SF815,SF816,SF817,SF818,SF819,SF820,SF821,SF822,SF823,SF824,SF825,SF826,SF827,SF828,SF829,SF830,SF831,SF832,SF833,SF834,SF835,SF836,SF837,SF838,SF839,SF840,SF841,SF842,SF843,SF844,SF845,SF846,SF847,SF848,SF849,SF850,SF851,SF852,SF853,SF854,SF855,SF856,SF857,SF858,SF859,SF860,SF861,SF862,SF863,SF864,SF865,SF866,SF867,SF868,SF869,SF870,SF871,SF872,SF873,SF874,SF875,SF876,SF877,SF878,SF879,SF880,SF881,SF882,SF883,SF884,SF885,SF886,SF887,SF888,SF889,SF890,SF891,SF892,SF893,SF894,SF895,SF896,SF897,SF898,SF899,SF900,SF901,SF902,SF903,SF904,SF905,SF906,SF907,SF908,SF909,SF910,SF911,SF912,SF913,SF914,SF915,SF916,SF917,SF918,SF919,SF920,SF921,SF922,SF923,SF924,SF925,SF926,SF927,SF928,SF929,SF930,SF931,SF932,SF933,SF934,SF935,SF936,SF937,SF938,SF939,SF940,SF941,SF942,SF943,SF944,SF945,SF946,SF947,SF948,SF949,SF950,SF951,SF952,SF953,SF954,SF955,SF956,SF957,SF958,SF959,SF960,SF961,SF962,SF963,SF964,SF965,SF966,SF967,SF968,SF969,SF970,SF971,SF972,SF973,SF974,SF975,SF976,SF977,SF978,SF979,SF980,SF981,SF982,SF983,SF984,SF985,SF986,SF987,SF988,SF989,SF990,SF991,SF992,SF993,SF994,SF995,SF996,SF997,SF998,SF999,Energy
Dy_L10_DMF_DMF_DMF_O,99.5128,77.5744,50.5251,25.7894,9.50857,122.89,86.9236,53.077,29.5245,23.3876,10.0712,1.79147,151.457,229.628,189.516,137.224,83.4865,40.5694,34.0641,6.62715,0.0,18.5342,12.4159,27.971,20.4903,13.007,6.5671,3.56551,1.76116,15.7292,11.4474,3.06164,2.06597,6.22781,33.8229,57.0447,78.2629,70.1019,70.9701,16.6903,14.5307,2.4515,9.80146,39.5987,36.3457,108.502,89.8885,63.9843,92.9244,138.345,147.236,116.047,18.1987,2.63455,13.9743,15.5489,0.0,0.285158,17.0623,11.9775,17.3519,2.01486,4.7389,4.68755,6.73305,6.07468,10.1343,3.09593,0.0,0.0,4.84766,51.0201,34.6442,2.5727,28.0954,19.2174,0.878099,7.32109,2.41685,23.808,175.396,102.504,14.8342,104.672,59.3236,7.185,46.582,24.5958,15.6181,45.702,30.1463,28.1814,19.0704,11.8316,16.6868,10.6045,8.76643,5.3646,25.3867,165.574,89.0841,15.4118,98.0423,51.6489,6.65626,40.4918,10.4284,49.9701,22.2561,18.0453,11.4386,5.81142,3.41587,5.85056,93.7515,73.3742,56.657,45.5907,25.8132,21.72,8.89358,41.1024,340.819,214.088,25.1682,201.74,124.346,10.9787,83.3172,49.5874,21.5342,12.1948,54.7616,39.1065,34.781,18.3579,12.3472,9.82467,6.74008,41.9295,314.412,185.502,26.1258,195.368,114.702,85.0618,49.3435,20.6583,90.1918,52.43,56.8717,32.8861,20.1069,14.411,8.8035,6.29476,2.0272,0.0,0.0,0.0,9.18861,0.491505,0.0,23.1726,32.107,45.6671,28.0774,28.8337,8.409,4.00255,8.45757,5.81507,4.51235,11.1787,1.62006,9.54536,5.32505,4.18773,2.31476,0.985352,0.0,0.0,0.0,0.0,0.0,14.8333,10.816,1.01288,12.6233,8.91178,1.64553,17.659,12.1509,9.83518,6.92902,6.87985,9.43754,4.21648,1.88667,19.5132,13.4013,4.99997,57.8491,40.3513,26.5449,17.9327,10.2299,31.6923,0.241265,1.71671,1.24006,7.32319,5.10528,4.32008,3.09225,9.35198,3.32455,33.4395,22.1619,51.9316,31.7343,19.5464,12.9559,1.21721,3.97216,5.42748,9.94597,7.3707,29.168,21.2239,13.5719,10.2284,19.3698,10.7833,67.7121,47.1728,8.19981,107.711,78.8997,39.7586,28.4011,11.1388,4.54276,25.5768,14.2716,8.15831,81.0802,53.7841,6.14078,60.9746,40.6892,21.8528,14.5727,21.5868,14.1885,15.7404,10.1375,8.41059,5.66625,1.02997,0.769033,9.74506,7.58689,8.44283,6.2246,0.0,0.0,15.7746,7.48088,0.828991,0.517251,3.62425,2.41736,0.935052,7.01992,2.159,0.504619,2.59498,1.4328,0.0,0.0,0.0,0.0,14.2624,192.102,143.0,8.32797,116.872,87.7745,3.29174,49.6725,37.7931,13.1017,10.0573,52.9295,535.639,364.412,32.7599,331.28,225.288,14.8445,147.508,99.5397,4.97093,44.4843,28.5528,9.12705,5.03178,10.191,114.803,80.0566,6.31407,73.5165,51.6236,34.6562,24.8892,4.82085,66.5831,50.0461,40.1423,30.0087,16.7021,4.37389,2.96263,0.0,0.0,9.06572,7.23219,47.846,427.365,276.604,30.7773,269.899,173.075,122.108,76.8245,4.46483,34.9007,20.9589,5.39674,15.8182,122.91,74.4044,10.3284,74.8703,43.2999,33.0061,17.5513,5.0486,68.4115,51.6106,2.98055,40.4489,30.5846,16.2837,12.285,0.0,0.0,0.0,0.0,17.0906,10.0839,6.79636,3.6276,1.15662,20.019,14.1794,12.4498,9.0307,5.35335,0.0,4.31538,2.86612,2.70265,1.86182,0.0,25.2549,363.824,277.912,15.8148,237.506,183.541,7.07126,117.367,93.0094,43.5276,36.1626,0.440718,13.9348,12.1253,105.726,1128.98,789.719,70.2234,737.938,513.152,35.4314,360.757,247.441,12.6132,123.024,82.1581,29.3315,19.3299,15.8987,193.521,140.137,127.791,92.453,65.9687,48.0369,26.7706,7.81498,95.0286,68.8953,56.488,40.7538,2.00675,23.5984,16.8683,6.85308,4.83073,0.0,0.0,0.0,0.0,26.1298,19.0436,13.554,9.69943,97.2626,887.814,580.287,65.2386,597.536,390.549,32.8876,305.7,200.491,10.9391,107.398,71.6136,22.8728,15.9124,29.6138,276.429,182.808,19.6574,180.097,117.922,89.0019,57.7394,31.1813,20.4978,6.88132,8.248,124.538,96.2654,4.55646,69.7975,54.2184,24.6546,19.2739,4.34856,3.38741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6772,38.0929,46.9486,34.4706,19.5089,17.2767,13.0777,10.2966,7.95845,4.14356,32.8646,21.1357,20.7008,13.493,9.64406,0.0,0.0,4.78785,3.53676,2.52941,1.85129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7946,55.2937,51.9465,37.0927,26.9108,18.9566,6.18028,15.2305,178.123,128.761,113.244,80.8157,55.2661,38.3087,20.8807,15.5547,10.208,7.62799,38.0266,26.273,23.2917,16.0867,9.97012,10.8397,8.00133,4.44899,15.7139,150.412,100.508,97.0359,64.8679,47.8431,32.1507,17.4761,12.0392,49.5347,33.4632,3.12223,28.6337,19.0466,10.8066,66.4197,50.977,41.8766,32.0723,18.7211,0.0,28.1542,20.5809,2.82675,2.37576,0.366127,9.38949,6.80746,34.7432,26.3182,20.2219,15.5966,8.1718,6.56997,2.09601,7.80684,92.723,67.3403,4.34487,51.6909,37.6445,18.7091,13.642,3.88554,2.76596,39.7933,28.3496,23.6308,16.8169,17.2317,12.3918,10.1446,7.31132,3.94583,2.84694,0.0,0.0,12.7614,9.16141,5.91032,3.77603,4.72622,55.0989,39.2908,28.7651,20.5574,9.08842,6.52237,51.7482,35.1914,29.6778,19.7543,18.5801,14.2389,10.0926,7.80648,3.38808,2.6687,0.0,0.0,15.2772,9.29031,3.76278,0.902702,0.229163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92308,16.6923,12.2961,5.55411,8.39717,4.59096,6.87917,4.73455,2.62567,22.1309,15.7719,10.4586,23.2794,13.3816,9.25625,19.7388,14.8708,11.4291,7.46365,25.2378,18.9577,3.42125,53.9523,41.4096,9.4849,113.804,82.3355,8.5088,94.2375,66.359,7.90904,4.10561,28.6025,15.8647,11.9493,127.086,89.8928,33.1643,321.266,215.19,25.9178,257.438,174.067,24.3189,53.2461,38.865,61.7064,42.5514,48.2566,35.2477,2.79851,1.85443,16.7208,12.8783,41.8634,31.5965,33.3247,24.8442,0.0,6.80463,5.65343,7.58633,18.1161,8.96282,94.1908,64.3978,26.2499,243.735,159.618,18.2253,176.491,118.437,3.40533,25.8809,12.1076,75.3699,47.9434,65.4285,45.2473,0.969285,10.6449,8.07436,40.4695,30.9804,34.5395,25.8809,0.0,8.17904,4.49364,7.97426,11.2158,4.75223,0.633906,2.16226,27.2043,23.8434,0.823835,16.5609,13.9399,5.11924,66.3828,50.1231,13.7716,192.945,145.545,10.1987,133.721,99.148,4.14268,54.6552,38.1321,12.0191,96.8574,58.8214,30.0849,344.334,248.33,50.8763,566.595,403.086,34.227,385.5,273.702,22.4789,19.7342,15.3282,41.4465,30.252,81.098,60.3276,4.94804,67.1194,50.1742,4.3375,2.12883,1.47508,10.4238,7.54219,5.22234,65.5394,47.971,58.5731,43.342,0.0,0.0,0.0,0.0,0.0,27.345,23.1948,18.2405,48.9886,36.3902,123.198,84.4279,34.4818,298.336,189.574,40.8389,364.882,236.428,26.3698,242.854,160.435,14.3824,36.7365,25.0028,9.60832,81.9946,51.1114,11.0583,109.355,74.1728,90.3039,63.2533,0.00369737,0.955066,0.684229,0.899982,15.6939,12.7281,4.65745,78.615,62.4258,77.0047,59.0482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8486,6.3418,35.8286,26.6734,31.1649,22.5346,3.68274e-07,5.66354,4.44858,6.19485,4.41862,3.40773,14.2884,9.44145,4.13908,0.0,0.0,0.0,0.0,0.0,0.0,0.0211617,21.3421,59.3042,41.2129,34.504,25.6874,26.9383,19.9748,36.6082,38.5237,26.4502,74.291,56.6196,77.9167,57.3006,1.69095,18.8299,14.2407,19.4534,14.4281,21.0576,28.3188,19.0578,18.8043,12.8948,2.19827,6.9734,9.29469,21.479,41.8473,28.0149,58.5238,39.2137,52.5117,35.2735,12.8403,34.1259,22.176,27.7261,19.9007,18.9114,42.1496,33.3968,26.4651,20.6072,0.0,12.3174,13.239,3.00443,2.73105,2.11024,2.18565,6.30969,4.44,0.39107,6.52459,5.19299,22.6847,16.3467,21.7718,15.6909,2.01312,1.08473,1.00112,11.5404,8.43966,65.0825,46.9407,69.4794,49.8406,15.2055,10.5587,31.4273,22.4981,20.9529,15.0791,4.57245,3.46032,15.1982,11.0319,9.77051,6.93378,0.0,6.61109,2.44812e-05,0.0885116,0.0658619,2.95938,2.1534,42.7205,29.8842,54.2069,38.1319,9.84987,6.12246,45.39,31.5596,32.3218,23.2402,2.67041,2.13926,18.1333,14.1297,14.7531,11.1803,0.0,0.0,4.04653,9.65304,8.56203,8.68305,4.54095,0.0,1.50356,1.11428,0.70978,0.549239,0.0,0.0,1.17167,2.52455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0470276,2.28336,1.66647,4.39992,18.146,13.4169,24.6307,18.0823,1.38134,5.65761,4.10519,4.08416,1.17727,5.81715,3.9897,27.7137,10.4077,19.5062,5.95761,5.18921,11.5113,3.64483,2.75796,0.1689355384960436
Dy_L10_DMF_DMF_O_O,79.2847,61.9422,40.4803,20.6782,7.57564,111.32,78.4558,47.3723,25.7103,18.1926,9.49085,1.8529,137.346,222.754,185.379,135.732,83.4319,40.8277,29.6787,4.6156,0.0,14.1613,9.17161,24.4504,17.9193,11.8229,6.73131,4.3691,2.79703,12.0855,8.48602,1.99256,1.8239,5.39919,25.752,47.1864,62.4128,54.7681,67.8626,11.6787,12.6295,2.36107,7.88719,33.4534,33.3563,98.7086,81.619,64.774,92.8939,137.313,141.742,105.609,15.3718,1.74313,10.2039,13.4796,0.0,0.193713,14.3572,9.9513,16.2689,2.30072,4.48593,3.36845,5.61477,4.00647,7.58668,2.94263,0.0,0.0,3.39109,35.4209,23.9858,1.78242,19.3687,13.2261,0.597067,4.97022,1.61402,19.3038,145.397,86.1527,11.8461,85.8839,49.5893,5.53399,36.9846,20.0324,11.4811,31.5402,20.9334,19.3482,13.1345,8.05671,13.7423,8.07452,8.10617,4.457,25.0035,161.892,86.858,15.2722,96.5912,50.7776,6.65499,40.246,10.4243,37.8139,16.6364,12.4496,8.01532,3.92734,2.19682,4.82867,77.5217,60.6287,46.3582,37.3611,20.4301,17.2572,6.52352,40.3028,333.489,208.794,24.7858,198.941,122.439,10.8707,82.9308,49.4138,21.561,12.2235,41.5083,29.567,25.5565,12.4732,8.0581,6.49201,4.30713,42.9287,320.459,188.726,26.8223,200.381,117.671,87.7196,51.0026,21.4128,84.8792,50.0727,53.862,31.7002,12.7268,9.48671,5.33136,3.94015,1.15718,0.0,0.0,0.0,9.26459,0.334205,0.0,15.9337,24.5752,42.588,25.4512,27.0654,7.93775,3.96475,7.17387,5.27825,4.3389,7.70824,1.35297,5.89456,3.02347,2.48132,1.58834,0.678464,0.0,0.0,0.0,0.0,0.0,9.85999,7.18962,0.692645,8.65201,6.11428,1.21347,12.869,8.80273,6.64359,4.65083,4.55692,6.65533,3.00976,1.93099,20.2239,13.8715,4.27747,50.2166,35.2603,21.3382,14.3882,6.83454,21.7224,0.465115,0.693338,0.461764,4.8224,3.33438,2.92546,2.09809,9.38245,3.51312,35.4235,23.4875,50.0785,30.9715,17.7017,11.6265,0.665581,2.63086,3.82511,10.3739,7.86452,25.2106,17.9612,10.8863,8.09972,19.4443,10.8248,71.8679,50.4673,8.11887,103.452,75.011,36.0511,25.6542,10.2015,2.69966,26.8863,15.0492,8.31768,83.1639,55.3468,6.26341,61.5115,40.8985,18.71,12.2331,21.3997,14.311,14.9092,9.68157,6.42716,4.35047,0.53293,0.388825,5.4812,4.37882,6.49283,4.94598,0.0,0.0,10.8332,7.30537,0.340711,0.21545,2.40299,1.65317,0.516939,3.92278,1.73976,0.263631,1.32689,0.858599,0.0,0.0,0.0,0.0,10.3529,135.645,100.2,6.03018,82.4869,61.539,2.35248,34.9227,26.482,9.06554,6.97976,42.3273,434.452,297.103,26.168,270.66,185.622,11.7163,121.076,82.968,3.73009,35.6656,23.6058,6.74615,3.88269,6.86995,80.0107,56.3374,4.26324,51.2293,36.2961,24.0757,17.3947,4.1401,50.3738,36.4268,30.886,21.9118,13.6994,4.51179,2.60437,0.0,0.0,7.81448,6.31612,44.846,396.263,255.611,29.0737,253.284,162.181,117.01,73.7459,4.36587,34.3071,20.7064,5.38408,11.9102,91.7274,55.3924,7.61803,54.4902,31.3524,23.0938,12.1236,3.97337,55.95,42.5714,2.30891,32.6301,24.8882,12.6363,9.62998,0.0,0.0,0.0,0.0,17.2599,8.98327,4.35633,2.1992,0.618657,16.8083,12.3898,10.5383,7.90617,4.57047,0.0,3.67784,2.44942,2.31822,1.60623,0.0,21.9311,310.127,235.42,13.6726,201.14,154.451,6.01142,97.8592,77.1884,34.9075,29.0192,0.319649,10.302,9.0056,102.563,1066.02,737.009,68.8764,705.985,485.437,35.2325,351.467,238.649,12.6554,121.781,80.7217,29.2161,19.1666,13.4446,157.67,112.812,103.375,73.7752,52.2179,37.3404,20.1446,5.80681,70.0756,50.7521,40.1812,28.9899,1.33517,15.8383,11.3491,4.37004,3.10136,0.0,0.0,0.0,0.0,22.5421,15.8973,11.5924,8.00751,98.2885,867.064,558.033,66.4718,593.102,383.133,33.8248,309.608,201.718,11.3242,110.442,73.4723,23.6199,16.4285,27.5092,251.668,165.168,18.4573,167.611,109.43,85.2228,55.536,30.54,20.2636,6.82632,5.72785,96.1854,76.068,3.08257,52.4186,41.6407,17.5062,13.9706,2.80622,2.2152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.3915,38.5604,42.3758,31.1794,17.7082,13.1898,9.94386,8.07365,6.27969,3.41704,24.0725,16.1816,14.6329,9.92777,6.40785,0.0,0.0,3.36881,2.35174,1.71037,1.15492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4929,39.2948,36.1015,25.8292,18.2875,12.9261,4.18426,11.7391,143.505,105.112,89.9026,65.1941,42.1261,29.7435,16.4883,12.1913,8.33758,6.18241,27.9464,19.2641,16.4583,11.3404,6.64797,10.1055,7.45179,4.20402,14.9291,129.068,82.3076,84.2701,54.0603,42.1536,27.4952,15.3459,10.4323,42.7542,27.6979,3.05435,25.8299,16.5551,10.487,51.4869,41.1156,31.2975,24.9399,13.0131,0.0,25.9321,18.6422,2.3014,1.93411,0.366948,7.31717,5.84345,27.8894,21.0078,16.7445,12.9199,7.46432,6.09091,2.66216,5.71986,67.0965,48.401,3.21017,37.6053,27.1599,13.7087,9.87364,2.7962,1.95493,29.4756,21.4079,17.5636,12.7298,13.8599,9.86967,8.35931,5.97647,3.34052,2.40143,0.0,0.0,10.8065,7.90329,5.11194,3.31144,2.72872,31.0129,21.9483,15.1295,10.7286,4.31777,3.07994,29.6903,19.8141,15.7004,10.1579,13.8227,10.5783,7.72095,5.90053,2.68543,2.0353,0.0,0.0,10.7054,6.3227,2.48673,0.641296,0.188564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01749,15.6205,11.6113,5.32716,8.31763,4.64933,6.37984,4.42876,2.47593,17.988,12.8029,8.38818,20.1942,11.55,8.11008,15.9241,11.9406,9.03716,6.2837,16.6688,12.5869,2.44583,40.2839,31.2644,7.02917,81.4319,58.1528,5.98375,65.3285,45.7728,5.23988,2.88842,21.2401,12.2617,11.4753,122.661,86.6774,26.7432,259.832,173.964,19.8813,193.173,129.439,16.2358,36.1392,26.344,42.9001,30.0923,33.0758,24.2072,2.88322,1.63724,9.41645,7.21154,28.4606,21.3346,24.9791,18.4469,0.0,5.37036,4.50829,5.96574,18.4042,9.62575,102.606,70.463,24.3448,224.508,146.69,16.5492,157.778,105.357,2.28172,17.9351,8.42265,60.6776,38.7562,57.0432,39.5131,0.599086,5.86714,4.38761,28.0549,21.582,26.9586,20.5972,0.0,7.42685,3.84347,4.54003,7.51976,3.7969,0.299491,1.74742,18.2328,15.9697,0.729408,14.3453,12.0938,5.12052,62.8577,46.3131,12.0748,166.952,125.09,8.77891,117.17,87.4217,4.19296,54.9552,38.2448,12.0858,97.1386,58.8815,30.859,350.273,250.862,48.169,522.471,367.697,30.449,332.562,233.336,14.9647,14.7508,11.188,39.0235,28.6678,68.0998,50.6703,4.02534,54.0402,40.1096,2.8769,1.39008,0.970688,6.08996,4.48438,3.76331,46.1359,33.7001,49.3381,36.3683,0.0,0.0,0.0,0.0,0.0,23.2437,20.6462,15.7722,50.5307,37.6842,126.071,86.2362,35.784,309.545,196.676,41.1362,352.076,223.44,24.4843,204.554,129.277,14.5189,36.2218,24.8324,9.36802,82.4499,52.3321,10.3317,100.735,68.0447,70.9738,48.9594,0.00202434,0.585808,0.415229,0.504047,8.75792,7.1269,2.93009,56.7437,46.3352,63.4354,49.9352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.389,5.26192,31.3034,23.3563,26.4557,19.168,5.44905e-07,4.07304,3.24324,4.08148,2.81038,1.88249,10.5573,7.479,2.29486,0.0,0.0,0.0,0.0,0.0,0.0,0.0146051,14.3705,40.1469,28.1116,28.1743,20.8913,23.6385,17.6254,24.53,29.164,20.4821,69.0599,53.6401,66.8932,49.8654,1.84273,18.3846,13.6879,14.631,10.7732,13.4749,23.6337,15.8776,18.2133,12.5283,2.04715,7.39137,7.53022,18.0627,40.4787,26.6116,48.5458,29.8666,41.5777,25.9257,14.5556,30.7698,19.2007,19.8047,13.7053,10.5343,34.8814,29.0341,24.8371,19.9832,0.0,11.8807,12.5955,2.79967,1.57495,1.20701,1.4402,5.3993,3.33314,0.249523,4.09217,3.2755,16.9937,12.0405,16.4589,11.6979,1.30044,0.670741,0.501719,5.56973,4.03826,37.0298,26.7637,47.0114,33.5103,6.53077,4.39734,19.571,14.2947,16.5945,12.2035,3.53975,2.62026,13.0822,9.30765,6.97247,4.85254,0.0,4.53314,4.2522e-06,0.035664,0.0257039,1.02462,0.743802,21.2729,14.6374,39.4068,27.6733,3.17047,1.72843,26.0672,17.7373,27.4438,19.6875,1.89695,1.47729,14.4192,11.3517,9.53846,7.33962,0.0,0.0,2.35223,6.12447,5.33872,7.41162,3.31787,0.0,1.35478,0.988725,0.39698,0.294033,0.0,0.0,1.0505,2.38458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083181,2.61173,1.84602,4.29845,17.484,13.09,22.565,16.7069,1.82113,6.19872,4.47802,3.80945,1.327,5.50286,3.7976,22.1683,9.00878,15.3789,5.97619,4.98131,9.28632,2.425,2.22806,0.1348427603830941
